Date,Open,High,Low,Close,Adj Close,Volume,,log volatlity,app volatility,log^2,app^2,log daily,app daily,log year,app year,^2 * W,EWMA var,EWMA year,,람다,=,0.94
2015-11-02,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000,,,,,,,,,,,,,i,1-람다,람다^i,(1-람다)람다^i
2015-11-03,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000,,0.002724353,0.002728067,7.4221E-06,7.44235E-06,0.012212621,0.012180755,0.193869347,0.193363494,7.44001E-41,0.000183822,0.215228047,1257,0.06,1.66614E-34,9.99685E-36
2015-11-04,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000,,-0.003551667,-0.003545367,1.26143E-05,1.25696E-05,0.012217236,0.012185357,,,1.33677E-40,0.000183822,,1256,0.06,1.77249E-34,1.06349E-35
2015-11-05,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000,,-0.00113279,-0.001132148,1.28321E-06,1.28176E-06,0.012221688,0.012189795,,,1.45015E-41,0.000183822,,1255,0.06,1.88563E-34,1.13138E-35
2015-11-06,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000,,-0.000347682,-0.000347622,1.20883E-07,1.20841E-07,0.012226514,0.012194609,,,1.45443E-42,0.000183822,,1254,0.06,2.00599E-34,1.20359E-35
2015-11-09,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000,,-0.009871291,-0.009822729,9.74424E-05,9.6486E-05,0.012231384,0.012199466,,,1.23542E-39,0.000183822,,1253,0.06,2.13403E-34,1.28042E-35
2015-11-10,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000,,0.001509455,0.001510595,2.27846E-06,2.2819E-06,0.012233086,0.012201163,,,3.10828E-41,0.000183822,,1252,0.06,2.27024E-34,1.36215E-35
2015-11-11,2083.409912,2086.939941,2074.850098,2075,2075,3692410000,,-0.003233307,-0.003228086,1.04543E-05,1.04205E-05,0.012237896,0.01220596,,,1.51003E-40,0.000183822,,1251,0.06,2.41515E-34,1.44909E-35
2015-11-12,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000,,-0.014089163,-0.013990375,0.000198505,0.000195731,0.012242445,0.012210496,,,3.01736E-39,0.000183822,,1250,0.06,2.56931E-34,1.54159E-35
2015-11-13,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000,,-0.011270641,-0.011207365,0.000127027,0.000125605,0.012240856,0.012208922,,,2.05991E-39,0.000183822,,1249,0.06,2.73331E-34,1.63999E-35
2015-11-16,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000,,0.014793303,0.014903265,0.000218842,0.000222107,0.012241602,0.012209668,,,3.87503E-39,0.000183822,,1248,0.06,2.90778E-34,1.74467E-35
2015-11-17,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000,,-0.001340277,-0.001339379,1.79634E-06,1.79394E-06,0.012239344,0.012207325,,,3.3296E-41,0.000183822,,1247,0.06,3.09338E-34,1.85603E-35
2015-11-18,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000,,0.01603323,0.016162452,0.000257064,0.000261225,0.012244192,0.01221216,,,5.15788E-39,0.000183822,,1246,0.06,3.29083E-34,1.9745E-35
2015-11-19,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000,,-0.00112374,-0.001123109,1.26279E-06,1.26137E-06,0.01224068,0.012208545,,,2.64956E-41,0.000183822,,1245,0.06,3.50088E-34,2.10053E-35
2015-11-20,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000,,0.003802955,0.003810196,1.44625E-05,1.45176E-05,0.012245554,0.012213405,,,3.24411E-40,0.000183822,,1244,0.06,3.72434E-34,2.23461E-35
2015-11-23,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000,,-0.001235624,-0.001234861,1.52677E-06,1.52488E-06,0.01225,0.012217836,,,3.62501E-41,0.000183822,,1243,0.06,3.96207E-34,2.37724E-35
2015-11-24,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000,,0.00122125,0.001221996,1.49145E-06,1.49327E-06,0.012254876,0.0122227,,,3.77646E-41,0.000183822,,1242,0.06,4.21497E-34,2.52898E-35
2015-11-25,2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000,,-0.000129141,-0.000129133,1.66774E-08,1.66752E-08,0.01225976,0.01222757,,,4.48631E-43,0.000183822,,1241,0.06,4.48401E-34,2.6904E-35
2015-11-27,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000,,0.000593441,0.000593618,3.52173E-07,3.52382E-07,0.012264698,0.012232495,,,1.00856E-41,0.000183822,,1240,0.06,4.77022E-34,2.86213E-35
2015-11-30,2090.949951,2093.810059,2080.409912,2080.409912,2080.409912,4275030000,,-0.0046518,-0.004640997,2.16392E-05,2.15389E-05,0.012269631,0.012237415,,,6.5582E-40,0.000183822,,1239,0.06,5.0747E-34,3.04482E-35
2015-12-01,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883,3712120000,,0.010623939,0.010680574,0.000112868,0.000114075,0.01227387,0.012241641,,,3.69507E-39,0.000183822,,1238,0.06,5.39862E-34,3.23917E-35
2015-12-02,2101.709961,2104.27002,2077.110107,2079.51001,2079.51001,3950640000,,-0.011056593,-0.010995693,0.000122248,0.000120905,0.012275113,0.012242841,,,4.16631E-39,0.000183822,,1237,0.06,5.74321E-34,3.44593E-35
2015-12-03,2080.709961,2085,2042.349976,2049.620117,2049.620117,4306490000,,-0.014477827,-0.014373527,0.000209607,0.000206598,0.012276049,0.012243776,,,7.57365E-39,0.000183822,,1236,0.06,6.1098E-34,3.66588E-35
2015-12-04,2051.23999,2093.840088,2051.23999,2091.689941,2091.689941,4214910000,,0.020317856,0.020525669,0.000412815,0.000421303,0.012274108,0.012241853,,,1.64303E-38,0.000183822,,1235,0.06,6.49979E-34,3.89987E-35
2015-12-07,2090.419922,2090.419922,2066.780029,2077.070068,2077.070068,4043820000,,-0.007014044,-0.006989503,4.91968E-05,4.88532E-05,0.012265457,0.012233013,,,2.02682E-39,0.000183822,,1234,0.06,6.91467E-34,4.1488E-35
2015-12-08,2073.389893,2073.850098,2052.320068,2063.590088,2063.590088,4173570000,,-0.006511052,-0.006489901,4.23938E-05,4.21188E-05,0.012268801,0.012236346,,,1.85896E-39,0.000183822,,1233,0.06,7.35603E-34,4.41362E-35
2015-12-09,2061.169922,2080.330078,2036.530029,2047.619995,2047.619995,4385250000,,-0.007769086,-0.007738985,6.03587E-05,5.98919E-05,0.012272375,0.012239907,,,2.81213E-39,0.000183822,,1232,0.06,7.82556E-34,4.69534E-35
2015-12-10,2047.930054,2067.649902,2045.670044,2052.22998,2052.22998,3715150000,,0.002248856,0.002251387,5.05736E-06,5.06874E-06,0.012275359,0.01224288,,,2.53186E-40,0.000183822,,1231,0.06,8.32507E-34,4.99504E-35
2015-12-11,2047.27002,2047.27002,2008.800049,2012.369995,2012.369995,4301060000,,-0.019613868,-0.019422767,0.000384704,0.000377244,0.012280177,0.012247684,,,2.00463E-38,0.000183822,,1230,0.06,8.85646E-34,5.31387E-35
2015-12-14,2013.369995,2022.920044,1993.26001,2021.939941,2021.939941,4612440000,,0.004744288,0.00475556,2.25083E-05,2.26153E-05,0.012272432,0.012240016,,,1.27846E-39,0.000183822,,1229,0.06,9.42176E-34,5.65306E-35
2015-12-15,2025.550049,2053.870117,2025.550049,2043.410034,2043.410034,4353540000,,0.01056258,0.010618561,0.000111568,0.000112754,0.012276678,0.012244245,,,6.78089E-39,0.000183822,,1228,0.06,1.00231E-33,6.01389E-35
2015-12-16,2046.5,2076.719971,2042.430054,2073.070068,2073.070068,4635450000,,0.014410636,0.014514969,0.000207666,0.000210684,0.012277976,0.0122455,,,1.34791E-38,0.000183822,,1227,0.06,1.06629E-33,6.39776E-35
2015-12-17,2073.76001,2076.370117,2041.660034,2041.890015,2041.890015,4327390000,,-0.015154776,-0.015040521,0.000229667,0.000226217,0.012276087,0.012243529,,,1.53966E-38,0.000183822,,1226,0.06,1.13435E-33,6.80612E-35
2015-12-18,2040.810059,2040.810059,2005.329956,2005.550049,2005.550049,6683070000,,-0.017957495,-0.01779722,0.000322472,0.000316741,0.012273463,0.01224093,,,2.29338E-38,0.000183822,,1225,0.06,1.20676E-33,7.24056E-35
2015-12-21,2010.27002,2022.900024,2005.930054,2021.150024,2021.150024,3760280000,,0.007748306,0.007778402,6.00363E-05,6.05035E-05,0.012267747,0.012235268,,,4.66042E-39,0.000183822,,1224,0.06,1.28379E-33,7.70272E-35
2015-12-22,2023.150024,2042.73999,2020.48999,2038.969971,2038.969971,3520860000,,0.008778096,0.008816736,7.7055E-05,7.77348E-05,0.012270759,0.012238253,,,6.36989E-39,0.000183822,,1223,0.06,1.36573E-33,8.19438E-35
2015-12-23,2042.199951,2064.72998,2042.199951,2064.290039,2064.290039,3484090000,,0.012341596,0.012418068,0.000152315,0.000154208,0.012273208,0.012240671,,,1.3443E-38,0.000183822,,1222,0.06,1.4529E-33,8.71743E-35
2015-12-24,2063.52002,2067.360107,2058.72998,2060.98999,2060.98999,1411860000,,-0.001599915,-0.001598636,2.55973E-06,2.55564E-06,0.012273152,0.012240556,,,2.37006E-40,0.000183822,,1221,0.06,1.54564E-33,9.27386E-35
2015-12-28,2057.77002,2057.77002,2044.199951,2056.5,2056.5,2492510000,,-0.002180936,-0.00217856,4.75648E-06,4.74612E-06,0.012278092,0.012245482,,,4.68243E-40,0.000183822,,1220,0.06,1.6443E-33,9.86581E-35
2015-12-29,2060.540039,2081.560059,2060.540039,2078.360107,2078.360107,2542000000,,0.010573664,0.010629763,0.000111802,0.000112992,0.012282964,0.012250341,,,1.18591E-38,0.000183822,,1219,0.06,1.74926E-33,1.04955E-34
2015-12-30,2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000,,-0.007243399,-0.007217229,5.24668E-05,5.20884E-05,0.012284268,0.012251602,,,5.81591E-39,0.000183822,,1218,0.06,1.86091E-33,1.11655E-34
2015-12-31,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000,,-0.009456485,-0.009411913,8.94251E-05,8.85841E-05,0.012287558,0.01225488,,,1.05222E-38,0.000183822,,1217,0.06,1.97969E-33,1.18782E-34
2016-01-04,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000,,-0.015422042,-0.015303731,0.000237839,0.000234204,0.012289616,0.01225693,,,2.95948E-38,0.000183822,,1216,0.06,2.10606E-33,1.26363E-34
2016-01-05,2013.780029,2021.939941,2004.170044,2016.709961,2016.709961,3706620000,,0.002010204,0.002012226,4.04092E-06,4.04905E-06,0.012286711,0.012254052,,,5.44311E-40,0.000183822,,1215,0.06,2.24049E-33,1.34429E-34
2016-01-06,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000,,-0.013202163,-0.013115397,0.000174297,0.000172014,0.012291631,0.012258958,,,2.45996E-38,0.000183822,,1214,0.06,2.3835E-33,1.4301E-34
2016-01-07,1985.319946,1985.319946,1938.829956,1943.089966,1943.089966,5076590000,,-0.023985817,-0.023700443,0.000575319,0.000561711,0.012290853,0.01225819,,,8.54576E-38,0.000183822,,1213,0.06,2.53563E-33,1.52138E-34
2016-01-08,1945.969971,1960.400024,1918.459961,1922.030029,1922.030029,4664940000,,-0.010897538,-0.010838375,0.000118756,0.00011747,0.012276617,0.012244117,,,1.90125E-38,0.000183822,,1212,0.06,2.69748E-33,1.61849E-34
2016-01-11,1926.119995,1935.650024,1901.099976,1923.670044,1923.670044,4607290000,,0.000852908,0.000853272,7.27453E-07,7.28074E-07,0.01227769,0.012245189,,,1.2536E-40,0.000183822,,1211,0.06,2.86966E-33,1.7218E-34
2016-01-12,1927.829956,1947.380005,1914.349976,1938.680054,1938.680054,4887260000,,0.007772514,0.007802799,6.0412E-05,6.08837E-05,0.012282734,0.012250219,,,1.11521E-38,0.000183822,,1210,0.06,3.05283E-33,1.8317E-34
2016-01-13,1940.339966,1950.329956,1886.410034,1890.280029,1890.280029,5087030000,,-0.025282375,-0.024965453,0.000639199,0.000623274,0.012285777,0.012253235,,,1.21452E-37,0.000183822,,1209,0.06,3.24769E-33,1.94862E-34
2016-01-14,1891.680054,1934.469971,1878.930054,1921.839966,1921.839966,5241110000,,0.016558061,0.016695906,0.000274169,0.000278753,0.01226933,0.012236986,,,5.77854E-38,0.000183822,,1208,0.06,3.45499E-33,2.073E-34
2016-01-15,1916.680054,1916.680054,1857.829956,1880.329956,1880.329956,5468460000,,-0.021835773,-0.021599098,0.000476801,0.000466521,0.012265159,0.0122327,,,1.02883E-37,0.000183822,,1207,0.06,3.67552E-33,2.20531E-34
2016-01-19,1888.660034,1901.439941,1864.599976,1881.329956,1881.329956,4928350000,,0.00053168,0.000531822,2.82684E-07,2.82834E-07,0.012254131,0.01222179,,,6.63551E-41,0.000183822,,1206,0.06,3.91013E-33,2.34608E-34
2016-01-20,1876.180054,1876.180054,1812.290039,1859.329956,1859.329956,6416070000,,-0.011762766,-0.011693855,0.000138363,0.000136746,0.012259201,0.012226846,,,3.41295E-38,0.000183822,,1205,0.06,4.15972E-33,2.49583E-34
2016-01-21,1861.459961,1889.849976,1848.97998,1868.98999,1868.98999,5078810000,,0.005181989,0.005195438,2.6853E-05,2.69926E-05,0.012259604,0.012227251,,,7.1669E-39,0.000183822,,1204,0.06,4.42523E-33,2.65514E-34
2016-01-22,1877.400024,1908.849976,1877.400024,1906.900024,1906.900024,4901760000,,0.020080727,0.020283701,0.000403236,0.000411429,0.012263785,0.012231414,,,1.16213E-37,0.000183822,,1203,0.06,4.70769E-33,2.82461E-34
2016-01-25,1906.280029,1906.280029,1875.969971,1877.079956,1877.079956,4401380000,,-0.015761545,-0.015637982,0.000248426,0.000244546,0.012255213,0.012222653,,,7.3484E-38,0.000183822,,1202,0.06,5.00818E-33,3.00491E-34
2016-01-26,1878.790039,1906.72998,1878.790039,1903.630005,1903.630005,4357940000,,0.014045238,0.014144336,0.000197269,0.000200062,0.012251879,0.012219348,,,6.39541E-38,0.000183822,,1201,0.06,5.32785E-33,3.19671E-34
2016-01-27,1902.52002,1916.98999,1872.699951,1882.949951,1882.949951,4754040000,,-0.010922922,-0.010863484,0.00011931,0.000118015,0.012250276,0.012217667,,,4.01341E-38,0.000183822,,1200,0.06,5.66793E-33,3.40076E-34
2016-01-28,1885.219971,1902.959961,1873.650024,1893.359985,1893.359985,4693010000,,0.005513351,0.005528577,3.0397E-05,3.05652E-05,0.012251322,0.012218711,,,1.10579E-38,0.000183822,,1199,0.06,6.02971E-33,3.61783E-34
2016-01-29,1894,1940.23999,1894,1940.23999,1940.23999,5497570000,,0.024458651,0.024760217,0.000598226,0.000613068,0.012255396,0.012222765,,,2.35955E-37,0.000183822,,1198,0.06,6.41459E-33,3.84875E-34
2016-02-01,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005,4322530000,,-0.000443335,-0.000443236,1.96546E-07,1.96459E-07,0.012240128,0.012207176,,,8.04383E-41,0.000183822,,1197,0.06,6.82403E-33,4.09442E-34
2016-02-02,1935.26001,1935.26001,1897.290039,1903.030029,1903.030029,4463190000,,-0.018920969,-0.018743091,0.000358003,0.000351303,0.012245233,0.012212267,,,1.53019E-37,0.000183822,,1196,0.06,7.2596E-33,4.35576E-34
2016-02-03,1907.069946,1918.01001,1872.22998,1912.530029,1912.530029,5172950000,,0.00497962,0.004992039,2.47966E-05,2.49205E-05,0.012238128,0.01220523,,,1.15476E-38,0.000183822,,1195,0.06,7.72298E-33,4.63379E-34
2016-02-04,1911.670044,1927.349976,1900.52002,1915.449951,1915.449951,5193320000,,0.001525568,0.001526733,2.32736E-06,2.33091E-06,0.0122424,0.012209484,,,1.14904E-39,0.000183822,,1194,0.06,8.21594E-33,4.92956E-34
2016-02-05,1913.069946,1913.069946,1872.650024,1880.050049,1880.050049,4929940000,,-0.018654158,-0.018481246,0.000347978,0.000341556,0.012247446,0.012214516,,,1.7912E-37,0.000183822,,1193,0.06,8.74036E-33,5.24422E-34
2016-02-08,1873.25,1873.25,1828.459961,1853.439941,1853.439941,5636460000,,-0.014255058,-0.014153936,0.000203207,0.000200334,0.012240669,0.012207803,,,1.11765E-37,0.000183822,,1192,0.06,9.29826E-33,5.57895E-34
2016-02-09,1848.459961,1868.25,1834.939941,1852.209961,1852.209961,5183220000,,-0.00066384,-0.00066362,4.40684E-07,4.40392E-07,0.01223884,0.012205991,,,2.61375E-40,0.000183822,,1191,0.06,9.89176E-33,5.93506E-34
2016-02-10,1857.099976,1881.599976,1850.319946,1851.859985,1851.859985,4471170000,,-0.000188968,-0.000188951,3.5709E-08,3.57023E-08,0.012243962,0.012211099,,,2.2542E-41,0.000183822,,1190,0.06,1.05232E-32,6.31389E-34
2016-02-11,1847,1847,1810.099976,1829.079956,1829.079956,5500800000,,-0.012377447,-0.012301162,0.000153201,0.000151319,0.012249104,0.012216227,,,1.01639E-37,0.000183822,,1189,0.06,1.11948E-32,6.7169E-34
2016-02-12,1833.400024,1864.780029,1833.400024,1864.780029,1864.780029,4696920000,,0.019330015,0.019518049,0.000373649,0.000380954,0.012248996,0.012216123,,,2.72216E-37,0.000183822,,1188,0.06,1.19094E-32,7.14564E-34
